######################################################################  Penguins
Priceless HS Penguins,PNG
QB,Aphran Aaron,23,2014,61,51,54,53,56,60,8.5,3
CB,Darnel Light,29,2009,57,61,48,44,39,46,3,4
CB,Mason MacTank,27,2011,59,60,60,45,39,44,6,5
DL,Benjamin Shaych,31,2006,60,58,63,65,55,51,3,2
DL,Angel Push,26,2012,58,61,57,59,56,4,5
DL,Mark Fin,29,2008,55,54,60,57,56,54,3,2
DL,Samuel Johnson,28,2009,59,60,47,60,56,51,2,1
DL,Ishmon Sand,26,2011,53,52,57,44,60,56,3,3
DL,Dominic Can,23,2014,56,63,64,58,61,55,3,4
DL,Gilbert Mitch,31,2007,49,48,57,42,39,50,1,1
DL,Tyreel Larst,22,2015,56,44,39,41,48,59,6,7
DL,Perry Mackey,27,2011,61,66,40,38,40,34,2,3
LB,Miguel Ashop,35,2004,39,52,40,67,66,53,2,4
LB,Curtis Laugh,32,2007,47,50,60,62,65,48,3,5
LB,Yellow Andeson,33,2006,42,57,58,60,63,52,4,6
LB,Mario Yolloda,25,2003,52,53,52,61,62,38,5,3
LB,Tommy Pap,29,2009,51,57,58,63,61,42,4,3
LB,William Linter,23,2015,37,60,58,65,60,37,6,4
END_PLAYERS
######################################################################  Snakes
George Washington HS Snakes,GWS
QB,Jeff Phylis,26,2011,68,72,64,72,73,75,5,2
QB,Obrian Mac,27,2010,67,68,57,69,77,70,7,3
QB,Samuel Davidson,24,2013,63,71,53,67,71,75,5,4
RB,Adam Persh,30,2008,62,55,60,58,54,78,4,2
RB,Edgar Ship,27,2011,57,61,58,51,60,69,2,2
RB,Jonathan Wolf,24,2014,60,51,49,53,56,64,3,4
RB,Maleek Spot,32,2007,55,60,45,50,48,50,1,1
WR,Jaricco You,34,2005,69,55,60,74,70,65,3,1
WR,Dylan Well,27,2013,65,49,57,69,58,60,6,3
WR,Tyler Gash,26,2012,49,56,54,73,59,60,7,4
WR,Dick Dlak,25,2014,54,49,71,58,60,58,4,2
WR,Lush Porn,24,2015,50,51,68,59,61,64,6,4
WR,Kieth Fife,23,2015,48,55,67,55,60,59,3,2
WR,Brad Hurl,25,2012,53,60,59,77,50,48,5,4
OL,Jordan Tyson,33,2005,71,58,60,70,73,60,4,3
OL,Billy Fancy,26,2011,54,57,60,59,74,70,3,2
OL,Dile Phelp,23,2015,49,54,58,66,76,64,6,4
OL,Bale Giffel,29,2009,69,47,48,53,70,63,4,3
OL,Chad Chadwick,34,2003,70,68,43,68,59,55,3,2
OL,William Star,33,2005,47,48,51,70,72,60,3,2
OL,Nathen Boat,32,2006,50,39,48,57,68,60,4,3
OL,Thomas Tiger,27,2011,30,61,47,50,70,61,4,3
OL,Will Walrece,22,2015,50,55,58,61,71,48,5,2
OL,Cain Clam,25,2012,47,43,47,57,72,50,3,2
K,Kevin Vrant,32,2006,68,73,72,59,71,64,4,3
K,Doug Griffin,31,2007,59,67,71,65,69,63,2,1
S,Austin Kaush,27,2011,71,73,58,70,59,72,4,1
S,Darrel Woosh,26,2012,70,68,50,65,61,73,3,1
S,Fredrick Burns,33,2005,69,59,47,69,67,69,2,1
CB,Zacharia Shift,36,2002,65,51,80,75,64,74,6,2
CB,Vaun Plap,28,2010,74,70,73,79,63,69,4,2
CB,David Stran,31,2008,75,73,72,77,57,68,5,3
CB,Michon Crem,24,2013,73,70,69,73,62,70,3,2
CB,Isaiah Thumb,30,2009,69,72,71,72,52,66,3,2
CB,Lasseriss Wright,29,2010,70,76,75,70,60,63,4,4
DL,Aronld Pest,24,2013,67,59,68,60,67,75,3,1
DL,Ralph Flesh,22,2014,70,60,64,57,68,71,6,2
DL,Tavion Smith,24,2015,64,58,69,54,64,69,7,3
DL,Gerald Muffs,27,2011,60,57,67,61,61,7,3,2
DL,Quintavius Cash,25,2014,70,54,66,50,62,70,8,3
DL,Paul Houston,32,2007,65,53,69,48,63,74,3,2
DL,John Albertson,31,2008,61,57,64,39,67,70,7,3
DL,Lee Nicholas,30,2009,48,50,60,43,60,73,4,2
LB,Nathan Lylard,23,2014,59,61,78,81,75,76,5,3
LB,Terrence Lane,26,2012,56,70,73,72,61,69,4,2
LB,Champ Floyd,25,2013,70,59,68,69,71,59,3,2
LB,Greggory List,27,2011,60,70,72,68,70,68,3,4
LB,Free Sean,31,2009,64,65,69,72,70,74,3,2
LB,Roderick Nick,25,2013,65,63,64,78,70,70,4,4
END_PLAYERS
######################################################################  KillerWhales
Steven State HS KillerWhales,SKW
QB,Vander Sky,26,2010,67,60,61,66,70,59,7,3
QB,Chish Cody,24,2012,65,58,64,71,60,4,2
RB,Ty Liverson,23,2014,70,61,64,70,63,63,6,2
RB,Carl Ocean,32,2006,68,63,65,71,59,62,7,3
RB,Earl Goth,33,2005,65,60,63,68,60,60,2,1
RB,Kevin Don,28,2009,67,64,58,66,58,57,7,4
RB,Jesus Hernandez,27,2010,66,61,63,50,61,56,8,5
WR,Wik Sharph,26,2011,56,57,60,56,55,63,4,2
WR,Baine Wheat,27,2010,58,51,62,49,58,62,5,3
WR,Ron X,35,2003,59,51,61,63,57,61,3,2
WR,Allen Pesek,29,2008,53,52,59,58,3,2
WR,George,23,2014,51,55,57,61,51,60,3,2
WR,Joe Vold,31,2009,48,47,60,62,49,62,5,6
OL,Thomas Capper,25,2012,62,58,63,60,56,67,1,2
OL,James Gifsh,31,2007,64,61,59,64,53,69,4,1
OL,Jonavon Lobe,33,2006,60,64,60,70,52,63,3,1
OL,Justin Fish,26,2010,63,62,61,63,55,64,5,3
OL,Ashton Braid,24,2012,62,65,60,62,53,62,7,4
OL,Mark Answer,33,2003,61,66,57,65,58,59,3,2
OL,Conor Tert,27,2010,63,61,58,64,51,61,5,3
OL,Nash Vack,27,2011,61,64,55,66,52,57,3,2
OL,Pray Lerd,24,2013,4,60,53,64,50,54,4,3
OL,Marvin Wald,26,2011,63,57,59,63,51,53,5,4
OL,Stepen Cell,24,2012,62,61,61,62,49,52,3,3
OL,Bruce,28,2009,60,60,54,61,49,50,3,4
K,Brandon Pitch,22,2015,68,60,60,68,67,66,7,4
K,Ervin Lillard,25,2012,67,61,58,67,66,65,3,3
K,Wayne Miller,32,2006,60,65,61,68,65,63,1,2
S,Kale Dish,24,2014,63,71,77,75,64,68,5,3
S,Joelee Tyler,27,2010,62,68,71,69,61,74,4,3
CB,Nathaniel Kist,22,2015,76,68,79,75,67,65,6,3
CB,Avion Simon 23,2014,72,73,70,74,64,4,3
CB,Ashley Galves 26,2011,74,72,73,70,61,3,2
CB,Joel Duff 29,2009,71,71,74,74,60,66,5,3
CB,Ken Purple 32,2006,70,74,72,71,63,57,5,4
CB,Tyrese Chole25,2013,72,73,71,69,6î,61,4,3
CB,Dwayne Dish 27,2010,70,70,70,70,60,59,3,4
DL,Patrick Smithy 26,2010,82,80,69,81,79,77,4,6
DL,Terry Bugz 27,2009,84,72,68,79,80,78,3,1
DL,Robert Hush 28,2009,72,68,74,69,82,75,4,2
DL,Belie Knot 32,2006,74,70,71,70,78,73,7,4
DL,Hawk Stunt 24,2014,73,66,65,68,73,74,78,4,3
DL,Zane Rush 25,2013,68,65,70,74,71,73,5,4
DL,Jermaine Pill 26,2011,64,63,68,77,70,75,3,2
DL,Paul Flashed,23,2014,61,60,58,57,72,72,5,5
LB,Marcus Blithe,23,2015,73,70,68,75,62,73,7.9,4
LB,Kenny Angel,25,2012,71,69,66,76,63,70,5,3
LB,Andrick Push,29,2009,70,66,64,74,60,70,4,3
LB,Donovan Shell,33,2005,61,69,54,73,61,71,3,2
LB,Rob Togapee,27,2009,64,61,64,52,38,70,3,3
LB,Howard,31,2007,63,62,60,40,64,68,1,2
END_PLAYERS
######################################################################  Storks
Anderson DeZone HS Storks,ADS
QB,Zay Thart,28,2010,51,56,42,59,43,3,2
QB,Percy Sargent,25,2013,53,50,60,41,52,40,3,2
RB,Brad Johnson,24,2014,44,41,50,43,56,53,3,2
RB,Roman Kash,25,2013,46,42,48,41,57,55,3,2
RB,Jared Lint,26,2012,50,40,47,40,58,50,3,2
RB,Micheal Brisk,34,2004,44,43,44,44,52,57,3,2
WR,London Nesh,32,2006,57,54,51,42,41,56,3,2
WR,Bill Luster,28,2010,56,52,50,41,43,54,3,2
WR,Thomas Pasion,25,2013,55,54,51,46,45,57,3,2
WR,Pablo Bear,33,2005,51,50,47,41,44,49,3,2
WR,Carl McRuff,27,2011,52,41,43,47,49,57,41,3,2
WR,Steve Bradley,28,2010,50,40,49,41,53,47,3,2
OL,Jesse Mair,29,2009,51,53,55,49,55,55,3,2
OL,John Arthur,31,2007,54,52,53,47,53,54,3,2
OL,Doey Tember,25,2013,53,55,56,44,56,52,3,2
OL,Jasper Rodger,28,2010,52,50,51,50,52,51,3,2
OL,Richard Forch,24,2014,51,51,50,43,50,50,3,2
OL,Marshall Douglas,34,2004,50,50,54,47,47,52,3,2
OL,Arnold Smith,35,2003,54,46,50,48,49,54,3,2
OL,Walt Boobley,28,2010,55,43,47,49,55,47,3,2
OL,Jamie McAspon,26,2012,50,42,44,43,50,43,3,2
OL,Gary Garfield,27,2011,47,44,49,4,47,43,3,2
OL,Brad Felsh 22,2015,65,60,45,48,59,49,3,2
K,Hershad Gale,23,2015,57,62,60,41,48,47,3,2
K,Oliver Sagi,33,2006,55,45,51,56,52,42,3,2
S,Bob Too 27,2011,56,46,50,57,53,33,41,3,2
S,Sean World,34,2005,15,43,50,55,52,40,3,2
CB,Tyler Flask,32,2007,50,48,49,47,32,53,3,2
CB,Walter Yeah,29,2009,51,46,51,48,47,48,3,2
CB,Gander Cool,30,2008,50,45,44,46,51,47,3,2
CB,Andre Earl,32,2006,52,44,46,44,40,50,3,2
CB,William Gap,23,2014,53,43,41,46,43,41,3,2
CB,Saul Cherry,27,2011,50,47,40,45,44,42,3,2
DL,Earl Lash,24,2013,55,47,40,58,46,4,3
DL,Coulio West,24,2013,53,43,41,56,43,60,3,2
DL,Terry Chase,36,2003,52,45,46,52,42,58,3,2
DL,Nathan Lit,34,2007,50,42,44,55,40,57,3,2
DL,Donald Arab,23,2014 50,48,41,52,43,59,3,2
DL,Jay Bent,26,2012,51,42,43,50,41,55,3,2
DL,Kendle Baj,33,2006,50,43,40,49,42,61,3,2
DL,Keishawn Art,23,2014,42,43,50,47,44,59,3,2
LB,Corey Barsh,26,2012,55,47,44,48,58,55,3,2
LB,Julian Mel,24,2013,51,45,43,47,55,51,3,2
LB,Dale Moca,34,2006,53,41,41,40,50,52,3,2
LB,Japser Cat,24,2013,50,42,40,40,50,53,51,3,2
LB,Ester Kase,33,2006,48,40,42,43,52,53,3,2
LB,Bryant Naft,31,2008,47,41,44,42,51,51,3,2
LB,Jason Titan,27,2011,41,43,40,44,53,52,3,2
END_PLAYERS
######################################################################  Cacti
Dominguez Prep HS Cacti,DPC
QB,Eddie Ques,23,2014,55,60,57,63,72,64,3,2
QB,Jackie Flases,27,2010,56,61,52,62,70,63,3,2
QB,Andrew Please,25,2013,54,57,51,65,62,64,3,2
RB,Loriege Masses,26,2012,60,67,62,70,74,72,3,2
RB,Deshawn Starch,31,2006,57,66,60,71,75,68,3,2
RB,Cody Plisses,26,2011,56,64,59,70,71,65,3,2
RB,Abraham Class,32,2005,79,66,62,65,70,71,3,2
WR,Kris Anderson,26,2011,70,65,56,60,73,71,3,2
WR,Jacob McLas 24,2013,68,66,57,58,70,70,3,2
WR,Andre McCalow,25,2012,66,67,52,55,72,76,3,2
WR,Paul Dean,25,2012,72,64,50,54,59,73,3,2
WR,Tyrone Wash,23,2014,65,63,51,52,68,74,3,2
WR,Aaron Moses,23,2014,70,62,53,51,72,68,3,2
OL,Laserith Comb,25,2012,70,68,66,60,59,70,3,2
OL,David Jesse,27,2010,67,66,59,61,54,71,3,2
OL,Cleo Popavich,28,2010,67,70,60,57,52,67,3,2
OL,Randy Green,26,2011,68,67,57,56,55,66,3,2
OL,Daryl Zight,28,2009,71,58,60,57,51,64,3,2
OL,Adam Cain,32,2002,70,60,55,50,53,63,3,2
OL,Alex Faush,26,2011,65,59,54,61,57,63,3,2
OL,Lucky Rico,33,2004,63,60,53,52,58,69,3,2
OL,Ja’Von Cora,24,2013,62,57,50,50,50,62,3,2
OL,Abel Victor,27,2010,65,52,54,73,75,62,3,2
K,James Gorth,28,2009,71,72,75,68,67,66,3,2
K,Mathew Obed,23,2014,70,73,69,71,70,58,3,2
S,Bishop Galant,27,2012,79,83,83,82,78,80,3,2
S,Herald Red,25,2012,77,71,80,87,80,25,3,2
CB,Bobby Cale,28,2009,78,76,70,77,78,29,3,2
CB,Tony Hope,36,2001,78,75,72,78,79,76,3,2
CB,Amia Brown,31,2006,75,69,82,77,71,74,3,2
CB,Ishmale Tosh,27,2009,71,70,68,70,68,67,3,2
CB,Caleb Orfad,27,2010,75,71,65,68,67,60,3,2
CB,Joshua Gandolf,26,2011,68,70,72,60,50,3,2
DL,Ryan Olivard,29,2008,63,62,74,74,72,68,3,2
DL,Rueben Cliff,28,2009,60,62,73,75,71,70,3,2
DL,Marcus Shade,29,2007,61,60,72,73,68,67,3,2
DL,Harry Dylan,25,2012,63,60,71,72,69,63,3,2
DL,George Krang,28,2009,60,58,70,72,66,71,3,2
DL,Charles Mobey,33,2004,53,55,68,70,68,60,3,2
DL,Jeffry Roshi,23,2018,57,56,66,71,67,65,3,2
DL,Raul Todd,25,2012,54,59,69,68,60,61,3,2
LB,Zander Clay,24,2013,71,79,77,84,80,68,3,2
LB,Joe Ahed,23,2014,78,79,82,83,69,72,3,2
LB,Brandon Chu,27,2010,72,75,81,76,66,69,3,2
LB,Hector Nab,26,2011,71,65,80,80,71,69,3,2
LB,Jason Born,25,2012,65,71,71,81,66,72,3,2
LB,Ricky Proud,23,2014,60,65,60,69,61,73,3,2
END_PLAYERS
######################################################################  Gamblers
Mendoza Magnet HS Gamblers,MMG
QB,Chelsie Tarsh,24,2013,75,67,65,74,78,68,3,2
QB,Pash Brick,35,2006,72,62,69,72,71,69,3,2
RB,Chad Wush,27,2011,65,62,59,68,67,66,3,2
RB,Parch Mac,33,2008,60,64,59,59,66,65,3,2
RB,Burple Chack,25,2012,60,68,55,60,57,62,3,2
RB,Sion Jack,23,2014,70,58,59,60,59,50,3,2
WR,Petter Shell,28,2009,66,73,67,80,78,76,3,2
WR,Kim Morph,26,2012,69,76,80,79,69,72,3,2
WR,Tyler Grew,26,2012,72,68,75,72,66,70,3,2
WR,Jacob Quote,34,2007,75,65,68,71,69,70,3,2
WR,Yason Tooke,27,2011,65,66,70,68,75,63,3,2
WR,Walter Gursh,25,2012,71,64,71,66,71,59,60,3,2
WR,Urf Girrafe,23,2014,68,70,66,70,67,60,57,3,2
WR,Gurf Tafflon,28,2009,71,66,70,54,58,60,3,2
OL,Tony Mish,26,2012,66,61,78,60,71,3,2
OL,Soloman Nip,32,2009,70,66,58,72,70,68,3,2
OL,Dick Groosh,24,2013,68,58,65,71,60,73,3,2
OL,Harvey Ruff,31,2010,70,66,61,65,72,65,3,2
OL,Sean Davison,28,2010,70,69,60,68,66,70,3,2
OL,Gale Pitch,23,2014,71,62,69,70,60,57,3,2
OL,Micheal Wood,26,2012,68,60,59,66,70,71,3,2
OL,Robert Francis,22,2015,68,63,60,59,70,69,3,2
OL,Abbel Shake,34,2007,60,58,64,57,60,61,3,2
OL,Sam Math,23,2014,60,62,61,55,60,58,3,2
OL,Jason Diddy,31,2006,45,50,57,58,60,3,2
OL,Bobby Drink,23,2014,58,60,58,49,43,55,3,2
K,Gastiny Ape,28,2009,66,68,59,74,72,75,3,2
K,Shawn Dope,26,2013,66,70,55,65,66,71,3,2
S,Gilbert Gates,36,2002,67,70,65,69,72,73,3,2
S,Meeshak Blip,31,2006,60,70,68,67,70,69,3,2
CB,Wilson Dak,25,2012,68,68,69,73,76,67,3,2
CB,Bart Dog,26,2011,70,69,65,70,75,68,3,2
CB,Astony Sage,22,2015,66,66,70,68,59,60,3,2
CB,Mason Kipe,31,2006,71,65,70,66,50,54,3,2
CB,Danny Rope,26,2011,64,67,51,62,48,58,3,2
CB,Adrian Carp,25,2012,65,64,40,60,50,60,3,2
DL,John Eyes,27,2011,60,56,65,66,58,68,3,2
DL,Steven Tink,33,2004,58,61,65,64,60,66,3,2
DL,Marvin McVish,35,2002,54,60,66,60,51,64,3,2
DL,Cole Jeremy,33,2005,61,58,64,61,55,65,3,2
DL,Ralph Warp,24,2014,52,60,62,63,56,66,3,2
DL,Donald Wag,25,2013,53,54,61,60,57,60,3,2
DL,Isaac Perp,27,2011,55,55,63,60,60,58,3,2
DL,Mark Usage,26,2012,66,52,60,55,50,59,3,2
LB,Greg Jake,23,2015,71,68,65,72,75,73,3,2
LB,Dominic Pufer,25,2014,70,68,71,68,72,68,3,2
LB,Nathan Jersey,25,2013,61,53,70,66,71,68,3,2
LB,Ramon Sposh,28,2011 66,54,64,62,66,58,3,2
LB,Alfred Dlak,35,2002,62,52,59,61,56,60,3,2
LB,Bruce Dwayne,27,2012,53,60,55,54,51,56,3,2
END_PLAYERS
######################################################################  Heros
Baptist Academy Heros,BAH
QB,Adam Dep,24,2014,70,71,67,73,72,67,3,2
QB,Lester Grow,25,2012,72,70,68,70,65,61,3,2
RB,Jessie Harp,28,2010,66,70,71,76,72,75,3,2
RB,Douge Petterson,31,2009,68,65,70,73,71,77,3,2
RB,Harlod Jurpe,33,2006,61,63,68,75,71,71,3,2
RB,Paul Bradford,34,2004,62,64,71,72,70,73,3,2
WR,Luis Gipupp,24,2014,70,70,76,75,73,76,3,2
WR,Ryan Tilter,26,2013,67,77,68,76,74,77,3,2
WR,Justin Gold,30,2010,66,73,71,73,75,74,3,2
WR,Cameron Flurr,31,2008,63,74,73,72,70,73,3,2
WR,Suge Sipp,34,2004,62,71,70,70,68,75,3,2
WR,Polo Untush,25,2012,63,74,75,68,73,74,3,2
OL,Luke Stienly,23,20014,76,78,72,74,75,75,3,2
OL,Larry Chazen,26,2011,73,77,69,73,73,76,3,2
OL,Joshua Pebral,27,2010,70,75,66,70,72,75,3,2
OL,Warren Pithe,31,2009,67,76,67,72,76,71,3,2
OL,Thomas Coin,33,2006,72,74,64,70,76,73,3,2
OL,Semour Pain,26,2011,71,73,63,71,74,70,3,2
OL,Martin Zues,28,2010,73,72,62,68,73,72,3,2
OL,Darnell Lopez,25,2012,70,72,65,64,72,71,3,2
OL,James Truck,24,2013,70,70,66,63,71,70,3,2
OL,Patrick Maht,27,2010,61,67,60,67,74,73,3,2
K,Niel Harrison,35,2004,70,77,69,75,74,70,3,2
K,Ned Decla,33,2006,68,74,65,73,72,71,3,2
S,Kanye Fox,25,2011,72,65,70,73,70,63,3,2
S,Deon Sanders,26,2011,71,66,68,74,67,71,3,2
CB,What Up,31,2007,72,70,60,74,72,66,3,2
CB,Jesus Dixon,36,2004,71,66,63,69,74,64,3,2
CB,Joel Jorge,23,2015,73,72,60,70,71,60,3,2
CB,William Rass,24,2013,70,60,58,66,70,62,3,2
CB,Nick Love,28,2010,66,61,54,65,67,65,3,2
CB,Carlos Rose,33,2015,65,57,55,62,71,61,3,2
DL,Gate Flow,25,2012,70,69,71,67,78,78,3,2
DL,Bam Joseph,36,2006,68,71,69,66,72,75,3,2
DL,Giovanny Treasure,28,2011,71,69,58,73,74,3,2
DL,Johnny Dash,29,2010,67,66,71,61,68,66,3,2
DL,Lewis Arnesto,31,2008,66,54,60,53,70,69,3,2
DL,Fredrick Ant,26,2010,71,57,60,54,71,66,4,3
DL,Jamie Watch,29,2008,69,71,68,60,71,56,3,2
DL,Micheal Shine,32,2006,73,61,54,51,60,60,3,2
LB,Houston Son,33,2004,71,68,69,76,70,65,3,2
LB,That Name,35,2004,71,68,71,70,66,69,3,2
LB,Reggional Green,26,2012,73,67,61,63,71,3,2
LB,Nom Duna,29,2009,74,63,70,64,66,73,3,2
LB,Leash City,24,2014,59,61,72,68,67,66,3,2
LB,Faun Nasecond,26,2012,67,68,71,59,61,73,3,2
END_PLAYERS
######################################################################  Robots
Tyler Technical HS Robots,TTR
QB,Sean Pwey,25,2013,86,70,71,74,75,63,3,2
QB,Jonathan Eisher,26,2012,67,69,70,72,71,62,3,2
QB,Bible Reader,24,2014,68,67,59,71,67,61,3,2
RB,Chilet Arens,23,2015,58,75,73,74,66,69,3,2
RB,Nunpret Pected,22,2015,61,69,71,73,67,66,3,2
RB,Okeey Seet,31,2007,57,66,74,71,68,61,3,2
RB,Xaivier Ters,28,2011,66,69,70,62,63,57,3,2
RB,Every Wear,35,2004,53,68,75,71,54,53,4,3
WR,George Faith,26,2012,68,86,70,85,66,65,3,2
WR,Yeah Armor,28,2010,70,69,76,83,70,70,3,2
WR,Jamie Nojay,21,2015,65,74,68,79,83,81,3,2
WR,Shaq Chrome,28,2013,71,72,68,73,70,64,3,2
WR,Buster Ruble,23,2015,75,68,71,66,70,59,3,2
WR,Ert Breaker,26,2012,68,72,73,66,65,70,3,2
OL,Kidsnow Plant,28,2010,71,73,69,70,68,69,3,2
OL B.J Alsower,25,2012,69,68,67,69,66,3,2
OL,Septis Later,23,2014,73,71,67,67,68,69,3,2
OL,Young Erknow,29,2010,67,72,71,71,60,62,3,2
OL,Maybe Baby,31,2007,66,61,68,63,71,66,3,2
OL,Randle Beet,30,2007,71,59,73,70,68,65,3,2
OL,Roppert Cudlder,25,2013,68,69,60,63,65,66,3,2
OL,Afar Teir,28,2010,71,60,70,61,62,65,3,2
OL,Nocall NoJob,25,2012,66,65,66,67,64,63,3,2
OL,Whatif Babies,34,2005,73,65,67,68,61,64,3,2
K,Shkewl Cant,25,2013,64,68,76,70,78,68,3,2
K,Bee Cuz,26,2012,68,60,70,72,65,69,3,2
S,Ein Laser,28,2010,71,66,65,70,72,74,3,2
S,Ian Wish,31,2006,70,62,64,71,68,74,3,2
S,Head Shock,33,2004,67,66,61,68,71,69,3,2
CB,Hits Brain,30,2006,70,61,67,71,72,3,2
CB,Nomore Thought,28,2010,66,71,62,70,68,70,3,2
CB,Ohmy Help,21,2015,70,67,60,69,66,69,3,2
CB,Funds Low,25,2013,65,61,68,71,71,58,3,2
CB,Es Oh,22,2015,70,68,64,66,66,70,3,2
CB,Es God,28,2010,66,71,61,74,64,66,3,2
DL,Fear Less,27,2011,60,75,60,67,70,61,3,2
DL,They Mad,30,2006,66,65,67,67,66,60,3,2
DL,Not Homeless,25,2013,69,67,61,64,68,61,3,2
DL,If Was 36,2002,63,67,57,65,68,59,3,2
DL,That Laser,28,2010,61,66,55,70,60,57,3,2
DL,Eep Inmy,22,2015,64,68,56,60,51,62,3,2
DL,Hear Ing,26,2012,60,69,54,63,50,54,3,2
DL,At Work,25,2013,58,67,50,52,57,60,3,2
DL,Noise Ontop,22,2015,70,67,63,74,61,65,3,2
LB,Of Noise,26,2012,72,71,64,73,62,64,3,2
LB,Tests And,23,2014,70,68,67,75,60,58,3,2
LB,Judge Ment,31,2005,68,63,64,71,58,61,3,2
LB,All Eye,28,2009,61,66,65,73,62,64,3,2
LB,Wants Peace,26,2010,72,60,67,71,60,63,3,2
END_PLAYERS
######################################################################  Elephants 
Rosorilo Private HS Elephants,RPE
QB,Stephen Zee,26,2012,75,69,72,75,70,78,3,2
QB,Shprax Bain,32,2008,74,60,69,70,69,67,3,2
RB,Orlando Wall,28,2010,68,69,77,69,80,81,3,2
RB,Hershal Homes,28,2010,63,65,71,67,73,74,3,2
RB,Realson Close,34,2005,67,68,73,60,72,70,3,2
RB,Thomas Miner,25,2013,71,62,60,70,68,60,3,2
WR,Stapt Withrow,23,2014,70,68,73,81,74,68,3,2
WR,Hertod Nosey,25,2012,68,59,71,76,69,70,3,2
WR,Justin Sleep,29,2010,69,63,69,75,67,63,3,2
WR,Shets Cooley,33,2007,71,64,70,80,65,71,3,2
WR,Andrew Brother,25,2013,66,54,65,66,66,71,3,2
WR,Isaac Aswell,23,2015,64,51,66,73,70,61,3,2
OL,Theodore Arnold,24,2015,78,69,80,80,70,3,2
OL,Many Women,26,2011,76,65,74,79,82,78,3,2
OL,Solis Mandy,27,2010,73,73,75,67,75,76,3,2
OL,Ian Joyful,29,2008,74,69,70,64,78,67,3,2
OL,Weever Tool,36,2003,27,75,70,65,66,64,3,2
OL,Gether Wright,22,2015,72,60,72,68,67,69,3,2
OL,Drew Valley,29,2009,76,78,70,64,73,65,3,2
OL,Willie Detter,33,2006,69,61,66,75,75,63,3,2
OL,Stevie Rough,24,2013,73,60,60,80,71,60,3,2
OL,Carl Lewis,22,2015,74,58,75,66,68,60,3,2
K,Braddle Neo,25,2013,70,67,61,76,70,76,3,2
K,Clinton Hill,22,2015,73,65,62,75,70,68,3,2
S,Shaun Axer,24,2013,65,61,58,74,61,63,3,2
S,Luishes Petigrew,23,2015,70,57,60,71,60,58,3,2
CB,Varrine Poke,25,2012,60,57,63,64,65,3,2
CB,Ethan Frank,22,2015,57,53,60,60,63,64,3,2
CB,Gelion Barfel,25,2013,63,0,50,59,61,60,3,2
CB,Dontella White,28,2011,64,58,57,60,57,54,3,2
CB,Christophe Duel,28,2010,63,59,56,55,49,47,3,2
CB,Herman Cali,25,2012,60,6055,48,50,53,3,2
DL,Jimmy Deezer,32,2005,61,64,5,50,63,64,3,2
DL,Melvin Cantu,26,2011,54,61,63,51,51,63,3,2
DL,Carlos Ford,28,2010,58,59,58,60,50,59,3,2
DL,David Carl,33,2010,64,54,60,47,60,60,3,2
DL,Charles Melly,22,2015,50,59,57,40,44,63,3,2
LB,Jesse Mort,29,2010,54,47,48,40,53,57,3,2
LB,Henry Woof,30,2008,64,51,49,41,40,51,3,2
LB,Micheal Lopez,27,2011,52,49,50,45,49,50,3,2
LB,Jayden Pipe,29,2009,66,67,66,59,58,59,3,2
LB,Oliver Jayke,32,2005,60,61,61,54,56,50,3,2
LB,Steven Anderson,28,2010,59,62,62,59,58,56,3,2
LB,Sabashtin Dell,28,2010,64,60,53,56,48,53,3,2
LB,Jordan Boovlea,33,2003,60,58,51,50,44,41,3,2
LB,Patrick Wilhite,26,2011,67,53,52,51,50,43,3,2
END_PLAYERS
######################################################################  Aliens
Roswell Egypt Magnet HS Aliens,RMA
QB,Andrew Lime,27,2011,68,64,61,79,64,50,3,2
QB,Samuel Tree,23,2014,71,66,62,71,69,70,3,2
QB,Gerrard Cope,24,2013,66,61,60,68,68,71,3,2
RB,Roger Cat,27,2010,70,70,58,74,66,61,3,2
RB,Bill Cooper,31,2007,68,65,66,71,60,62,3,2
RB,Jaylon Livingstory,24,2012,62,63,60,72,58,60,3,2
RB,Alvin Cliff,21,2015,63,54,61,67,51,68,3,2
RB,Simon Jermaine,23,2014,52,69,70,51,58,47,3,2
WR,Bradley French,22,2015,61,66,57,71,70,60,3,2
WR,Jamie Pasionate,33,2004,66,51,53,68,71,62,3,2
WR,Christopher Darkie,22,2015,67,48,50,66,68,59,3,2
WR,Darrel Hiensafe,35,2002,64,41,41,64,66,54,3,2
WR,Hank Field,36,2003,68,59,40,59,70,45,3,2
WR,Garfield Gametoo,28,2009,59,56,48,52,48,50,3,2
OL,Aaron Wager,25,2012,64,58,61,44,51,43,3,2
OL,Dale Jackson,25,2011,61,68,73,67,75,66,3,2
OL,Charlie Carter,28,2009,63,71,67,59,80,58,3,2
OL,Arnold Bryant,22,2015,73,69,66,50,81,60,3,2
OL,Colt Conciousness,21,2015,71,54,66,73,59,3,2
OL,Tommy Germ,22,2015,70,68,71,55,69,60,3,2
OL,Gale Jordan,33,2006,61,58,61,67,71,48,3,2
OL,Bart Start,33,2006,64,49,60,66,51,49,3,2
OL,Christophe Morph,29,2008,66,44,71,68,60,39,3,2
OL,Shane Herman,21,2015,60,47,58,49,60,54,3,2
OL,Bale Avion,26,2011,76,80,62,88,86,69,3,2
K,Rafiel Saint,23,2014,74,69,81,80,81,70,3,2
